code,text
Personal advice,"I found a dataset in World Bank too about Health nutrition and population that might help you with the missing information, this is per country and maybe you can add a comparison in the countries you already have and not only information about HIV but also the nutrition the people who has it is getting: https://datacatalog.worldbank.org/dataset/health-nutrition-and-population-statistics-wealth-quintileRegards!"
Personal advice,"If you wanted to show how expenditure relates to staffing, then expenditure could be on the X"
Personal advice,"I think what would be interesting to see is how the mix of grains fluctuate, particularly among the top trade partners."
Negative Activating,it is a bit of a hairball and hard to understand
"Complementing, expressing appreciation","Hi Donna,your analysis is simple and clear."
Unconventional emotion expression,"Still, I think it would be interesting to explore more the data about bicycle path use. :)"
Personal advice,I have few suggestions
"Complementing, expressing appreciation","Dear Simon, thank you for taking time to comment and for your appreciations :)"
Negative Activating,I’ve found it a bit difficult to read into the data from the visualisation in this kind of presentation.
Asking questions,"This is great, from the visualization i would really like to know why most viewers of the 2012 world cup were in United States of America?"
Asking questions,Maybe that’s the largest export for Canada overall in that category?
Positive Activating,"Going off the last reply, another thing I’d be interested in is tenure."
"Phatics, salutations and greetings, Social sharing","Hi Donna,Thank you for the feedback and suggestions, especially including the introduction/spread of treatment on the chart."
"Phatics, salutations and greetings, Social sharing",Hi!
Vocatives (addressing individual),"Hi Julian,Great Storytelling with your visualizations."
Negative Deactivating,I felt redirecting the audience to a different page so the graphic could load better was a sacrifice I had to make in this instance.
Expressing disagreement,I didn’t think of using bubbles as I thought numbers were best represented linearly (by position?)
"Complementing, expressing appreciation",These visualizations are really clear and highlight some interesting aspects of this data set.
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"Like others, I could not see the PowerPoint."
Vocatives (addressing individual),Hi Roger
"Complementing, expressing appreciation",It’s fantastic!
Positive Activating,"I wonder how many bands got on the list for great debut albums as opposed to great second, third, etc. albums"
"Complementing, expressing appreciation",This is fantastic. A great use of graphics / data / text to tell a complete and understandable story.
"Complementing, expressing appreciation",Hi Katica!Thank you!
Quoting from others' messages & Referring explicitly to others' messages,I would like to second Rahel’s comment: do you have any ideas which factors influence the trends in employment?
"Complementing, expressing appreciation","Hello Nancy,Thank you for taking time to read my critique, to look at my sketch, and to provide feedback about them."
Negative Deactivating,"There was just so much, so I started running a different column instead to simplify it since there was so much data to look at."
Positive Activating,"What I like about your chart, is that it well organized and it makes the"
